ein,Org Name,label,source
770304010,HINDU TEMPLE OF SOUTH BAY,1,bay
770295773,PARAMITAS FOUNDATION,1,bay
770173934,INSTITUTE OF ISLAMIC SCIENCES TECHNOLOGY AND DEVELOPMENT,1,bay
770230821,KIDS IN COMMON A CHILDREN & FAMILIES COLLABORATIVE,0,bay
942861460,SAN JOSE SEARCH AND RESCUE UNIT 36,0,bay
770251774,MOVIMIENTO DE ARTE Y CULTURA LATINO AMERICANA DE SAN JOSE INCORPORATED,1,bay
943131117,REDWOOD DIALYSIS SUPPLY INC,0,bay
770284682,FAMILY GIVING TREE,0,bay
941547646,IMMANUEL EVANGELICAL LUTHERAN CHURCH OF SAN JOSE,0,bay
770168184,FULL GOSPEL FELLOWSHIP OUTREACH MINISTRY,0,bay
943024121,SKB FOUNDATION,0,bay
770052647,SANTA TERESA COMMUNITY CHURCH OF SAN JOSE,0,bay
930945583,ZERO POLLUTION INSTITUTE,0,bay
770119833,HUMAN RESOURCES INC,0,bay
752131947,OPERATION FLYING CLOUD INC,0,bay
943016176,ROTARY DISTRICT 5170 FOUNDATION,0,bay
941463157,CALVARY CHAPEL OF SAN JOSE,0,bay
943061594,PARKINSONS INSTITUTE,0,bay
911889145,NATIONAL SOCIETY OF BLACK ENGINEERS,0,bay
770167841,DR MARTIN LUTHER KING JR CNTR FOR SOC CHNG OF SANTA CLARA VALLEY,0,bay
770156724,OMEGA FOUNDATION OF SANTA CLARA VALLEY,0,bay
770064158,CENTER FOR SPIRITUAL ENLIGHTENMENT,0,bay
770040070,PILGRIM CHURCH OF GOD IN CHRIST,0,bay
770161708,WAT LAO BUDDHAXINARAM,1,bay
942601837,NEW WATERS BIBLE CHURCH,0,bay
770158327,THE SAN JOSE JAYCEES FOUNDATION INC,0,bay
942870503,COME AND SEE CALVARY EVANGELICAL CHURCH INC,0,bay
770173924,HOUSING FOR INDEPENDENT PEOPLE HOUSING TRUST,0,bay
770156509,CHINESE HISTORICAL AND CULTURAL PROJECT OF SANTA CLARA COUNTY INC,1,bay
941694128,ST JOHNS LUTHERAN CHURCH,0,bay
770142937,IGLESIA DIOS HABLA HOY,1,bay
770158349,POLISH SATURDAY SCHOOL,1,bay
770166470,GREATER HOUSE OF PRAYER,0,bay
943059287,THE STELLAR ACADEMY FOR DYSLEXICS,0,bay
770194562,WILCOX HIGH MUSIC BOOSTERS,0,bay
770187890,VMC FOUNDATION,0,bay
770177823,FEDERATION OF INDIAN ASSOCIATION OF NORTHERN CALIFORNIA,1,bay
770171725,PETRUS KY HIGH SCHOOL ALUMNI ASSOCIATION,0,bay
943070143,JO GAE JONG IN DAE HAN BUDDHISM HEADQUARTERS & CHONG WON SA,1,bay
930925475,WILLOW GLEN FOOTBALL LEAGUE INC,0,bay
943057360,IRMANDADE SENHORA DE FATIMA OF MT VIEW CALIFORNIA,1,bay
770162950,MISSION CITY COMMUNITY FUND,0,bay
900103322,VETERANS FOR PEACE INC,0,bay
770140464,THE STEVEN L HALLGRIMSON FOUNDATION INC,0,bay
770140627,SAN JOSE JAZZ SOCIETY,0,bay
770166797,FRIENDS OF GUADALUPE RIVER PARK & GARDENS,0,bay
770168682,NORTHERN CALIFORNIA KOREAN PRESBYTERIAN CHURCH,1,bay
770122972,THE SATURDAY NITE LIVE GROUP OF ALCOHOLICS ANONYMOUS,0,bay
770152012,SAN JOSE KOREAN CHRISTIAN CHURCH INC,1,bay
770167741,CALIFORNIA ASSOCIATION OF ADOPTION AGENCIES,0,bay
770131926,SAN JOSE MOTHERS MILK BANK,0,bay
942996284,SAN FRANCISCO BAY AREA ALLIANCE,0,bay
942978637,IRVINGTON HIGH BOOSTER CLUB,0,bay
770410998,TOUGHLOVE INTERNATIONAL,0,bay
930926083,HABITAT FOR HUMANITY INTERNATIONAL INC,0,bay
942955414,FREMONT ART ASSOCIATION,0,bay
943017723,THE UNITED STATES OF AMERICA TRANSA CTIONAL ANALYSIS ASSOCIATION,0,bay
770129275,VALLEY BIBLE FELLOWSHIP CHURCH,0,bay
770126900,SILICON VALLEY CHARITY BALL FOUNDATION,0,bay
770072887,HOLY TRINITY COMMUNITY CHURCH OF THE BAY AREA,0,bay
770102997,SAN JOSE SHELTER INC,0,bay
680043096,AMERICAN SOCIETY FOR NETHERLANDS PHILATELY,1,bay
770195311,JUBILEE CHRISTIAN CENTER,0,bay
770100966,ADVENT GROUP MINISTRIES INC,0,bay
770121002,SAN JOSE CAMBODIAN BUDDHIST SOCIETY INC,1,bay
770119210,FIRST COMMUNITY HOUSING,0,bay
770082988,CHURCHILL CLUB,0,bay
770106237,FAMILY SUPPORTIVE HOUSING INC,0,bay
770111398,IGLESIA EMMANUEL INC,1,bay
776024607,GEORGE ROBERTS TRUST FUND,0,bay
770175780,COMPUTER USING EDUCATORS,0,bay
770140433,KOREAN EVANGELICAL ROCK CHURCH OF SAN JOSE,1,bay
770130502,BERRYESSA P A L YOUTH FOOTBALL CLUB INC,0,bay
770148148,ABLEZA INSTITUTE,0,bay
770149689,THE ONE HUNDRED CLUB OF SANTA CLARA COUNTY,0,bay
941702679,VALLE MONTE LEAGUE,0,bay
770149779,SANTA CLARA REGIONAL INDUSTRIAL PREPAREDNESS TEAMS,0,bay
770161972,CALAVERAS BIBLE FELLOWSHIP,0,bay
770148161,SANTA CLARA WOMENS LEAGUE,0,bay
770142543,HACIENDA INVOLVED PARENTS AND STAFF STAFF,0,bay
942441999,SANTA CLARA PLAYERS,0,bay
770126230,FILIPINO-AMERICAN ASSOCIATION OF LAKEWOOD VILLAGE INCORPORATED,1,bay
521591465,AOC EDUCATIONAL FOUNDATION INC,0,bay
770126438,SOUTH VALLEY CHRISTIAN CHURCH,0,bay
770114349,THE SYLVIA AND JIM KATZMAN FOUNDATION,0,bay
770318119,TAIWANESE LUTHERAN MINISTRY,1,bay
943157483,WOMEN OF THE EVANGELICAL LUTHERAN CHURCH OF AMERICA,0,bay
770126456,EVERGREEN VALLEY SERVICE ORGANIZATION,0,bay
521488525,YILDIZ UNIVERSITY ALUMNI ASSOCIATION OF USA INC,1,bay
770090048,SIKH GURDWARA SAN JOSE CALIFORNIA,1,bay
942868161,EVANGELICAL LUTHERAN CHURCH IN AMERICA,0,bay
770136160,DEVOTIONAL ASSOCIATES OF LIFE DIVINE,0,bay
770131702,ROBERT BROWNLEE FOUNDATION,0,bay
770154830,NORTHWEST VALLEY YS MEN CLUB,0,bay
770195794,FEDERATION OF COMMUNITY MINISTRIES OF CALIFORNIA,0,bay
770224244,ASSOCIATION OF HUNGS TEMPLE,1,bay
770197933,DEROSE HDC INC,0,bay
942577738,ANTIOCH BAPTIST CHURCH OF SAN JOSE,0,bay
770166649,JESUS CHRIST FOR ALL NATIONS,0,bay
943119463,BAY AREA TOURING SIDE BATS RUGBY FOOTBALL CLUB INC,0,bay
770250396,SAN JOSE DUBLIN SISTER CITY PROGRAM,0,bay
770252470,CHRISTIAN LIGHT & SALT FOUNDATION INC,0,bay
770254991,PARENTS FAMILIES AND FRIENDS OF LESBIANS AND GAYS INC,0,bay
770254542,PRESERVATION ACTION COUNCIL OF SAN JOSE,0,bay
770228833,TRUE JESUS CHURCH IN SAN JOSE,0,bay
880241270,RESCUE THE CHILDREN,0,bay
770252552,TOENISKOETTER & BREEDING FOUNDATION INC,0,bay
232606920,AMERICAN ASSOCIATION OF BANGLADESHI ENGINEERS AND ARCHITECTS,1,bay
770227404,INDIA MINISTRY INTERNATIONAL,1,bay
770276540,TRANSPLANT RECIPIENTS INTERNATIONAL ORGANIZATION INC,0,bay
770250773,CHILD ADVOCATES OF SANTA CLARA AND SAN MATEO COUNTIES INC,0,bay
943067281,AFRO-AMERICAN CULTURAL AND HISTORICAL SOC,0,bay
770178265,SANTA CLARA SPORTING CLUB,0,bay
770207370,GUADALUPE INC,0,bay
770184306,MEXICAN HERITAGE CORPORATION,1,bay
770246266,COMMUNITY CARING COUNCIL,0,bay
770252014,SANTA CLARA COUNTY REALTORS FOUNDATION,0,bay
911210947,DAIKAKUJI ZEN BUDDHIST TEMPLE,1,bay
770158519,TERRACE GARDENS INC,0,bay
770266672,SAN JOSE FIREFIGHTERS BURN FOUNDATION INC,0,bay
770253409,VILLA SAN PEDRO HDC INC,0,bay
942878622,LAKEWOOD VILLAGE BAPTIST CHURCH,0,bay
680052591,NORTHERN CALIFORNIA ASSOCIATION OF DEAF-BLIND,0,bay
770254550,FIRST FILIPINO BAPTIST FELLOWSHIP,1,bay
770190370,CHURCH OF SAN JOSE OF THE NEW TESTAMENT CHURCH,0,bay
680237238,THE LEO M SHORTINO FOUNDATION,1,bay
770279008,TWELFTH DISTRICT QUOTA INTL CHARITABLE AND EDUCATIONAL FNDT,0,bay
770481280,CHRISTIAN LEGAL SOCIETY,0,bay
311319168,AFFILIATE CHIEF EXECUTIVES COUNCIL INC,0,bay
943099256,MISSION SAN JOSE AQUATICS INC,0,bay
770272099,SAN JOSE VINEYARD,0,bay
770112624,FRIENDS OF HOLT KOREA,1,bay
770226933,FAMILY FELLOWSHIP CENTER YMCA 5632 SANTA TERESA BLVD,0,bay
942675154,SANTA CLARA BOYS BASEBALL INC,0,bay
943116619,MISSION SPRINGS COMMUNITY CHURCH OF FREMONT INC,0,bay
770259226,GNOSTIC ORDER OF CHRIST,0,bay
841144712,INTERNATIONAL SOCIETY OF OFFSHORE AND POLAR ENGINEERS,0,bay
770241338,DEN THANH TU DAO VIET NAM SHRINE OF VIETNAMESE MARTYRS INC,1,bay
770236461,FIRST KOREAN PRESBYTERIAN CHURCH OF FREMONT,1,bay
770223246,AVATAMSAKA BUDDHIST LOTUS SOCIETY,1,bay
680173965,BENJAMIN YS YEH FOUNDATION,1,bay
770224373,CATHOLIC WOMENS NETWORK IN SANTA CLARA COUNTY,0,bay
770196164,FULL GOSPEL MIRACLE DELIVERANCE,0,bay
770187582,SIXTH DISTRICT APPELLATE PROGRAM,0,bay
770223282,IRANIAN CHRISTIAN CHURCH,1,bay
770221188,OAKGROVE YOUTH FOOTBALL BOOSTER CLUB INC,0,bay
770199809,LEIGH HIGH HOME AND SCHOOL CLUB,0,bay
770207210,AFTOC INC,0,bay
581894518,INNER WHEEL USA INC,0,bay
770165040,ALMADEN VALLEY ROTARY CLUB ENDOWMENT,0,bay
770577450,GREYHOUND PETS OF AMERICA,0,bay
770206619,SERVICES FOR BRAIN INJURY,0,bay
942823235,EL CAMINO HOSPITAL FOUNDATION,0,bay
770106701,SAN JOSE YOUTH CLUB,0,bay
770082227,CHRISTIAN COMMUNITY OF FAITH AND LOVE,0,bay
770172751,NEW COVENANT CHRISTIAN CENTER INTERNATIONAL INC,0,bay
770134105,ALMADEN LITTLE LEAGUE,0,bay
770166138,SILICON VALLEY CHILDRENS FUND,0,bay
770200552,SOUTH BAY CHRISTIAN FAMILY FELLOWSHIP,0,bay
770191776,LA BOI SOCIETY INCORPORATED,1,bay
943055731,AMAR FOUNDATION,1,bay
770210442,SIK-KEE AU FAMILY FOUNDATION,1,bay
770222313,SANTA CLARA CHRISTIAN ASSEMBLY,0,bay
770224382,FOUNDATION FOR MENTAL HEALTH,0,bay
237444739,HEARING RESEARCH INC,0,bay
770235212,MORELAND AREA COMMUNITY CENTERS A CALIFORNIA NONPROFIT PUBLIC,0,bay
770234270,COMPASS INSTITUTE,0,bay
942515471,SERVICE CORPS OF RETIRED EXECUTIVES ASSOCIATION,0,bay
912164970,POP WARNER LITTLE SCHOLARS INC,0,bay
770208598,COURTLAND ESTEEM INC,0,bay
770214189,SOUTHERN PENINSULA EMERGENCY COMMUNICATIONS SYSTEM USERS GROUP,0,bay
943044666,PROJECT GRANT A WISH INC,0,bay
770258654,CITY OF LIFE MINISTRIES,0,bay
770210400,AURORA SINGERS,0,bay
770231063,CHEVRAH KADISHAH OF THE SOUTH BAY,1,bay
943090415,MISSION SAN JOSE ELEMENTARY PARENT TEACHER CLUB,0,bay
770227659,ACT FOR MENTAL HEALTH,0,bay
770203505,GLENN & PAULINE DEKRAKER FOUNDATION INC,0,bay
770162249,ALLEN CHILD DEVELOPMENT AND RESEARCH CENTERS INC,0,bay
943087060,TRI-CITY HOMELESS COALITION,0,bay
770219921,ASSOCIATION OF FORMER VIETNAMESE POLITICAL PRISONERS,1,bay
770215611,SAN TOU TEMPLE C/O NAI-YU PAI,1,bay
770208367,INTERNATIONAL OFFICE OF CAMPA 2343 ORLANDO DR,1,bay
680195179,COMMISSION OF JOHN INC,0,bay
770350131,SAN JOSE WIND SYMPHONY,0,bay
770312776,SANTA CLARA UNIFIED SCHOOL DISTRICT,0,bay
943173225,EAST BAY CHRISTIAN LIFE CENTER INCORPRATED,0,bay
770382862,CALIFORNIA COUNCIL OF TESTING AND INSPECTION AGENCIES,0,bay
621564637,AMERICAN TAPESTRY ALLIANCE,0,bay
942854730,CHRISTIAN CHURCH OF SANTA CLARA,0,bay
770411798,CROSSCULTURAL COMMUNITY SERVICES CENTER,0,bay
770413992,NEIGHBORHOOD HOUSING SERVICES SILICON VALLEY,0,bay
680248801,FELLOWSHIP OF CONFESSIONAL LUTHERAN,0,bay
770290387,SAN JOSE CAMBODIAN COMMUNITY EDUCATION CENTER,1,bay
946091025,LIGHTHOUSE ASSEMBLY OF GOD OF BERKELEY,0,bay
943224786,SAN FRANCISCO BAY AREA WAQS,0,bay
770411050,S P I R I T,0,bay
770009883,KOREAN JERUSALEM PRESBYTERIAN CHURCH,1,bay
770407227,PROGRAM RESPONSIBLE IN DARING EXCELLENCE,0,bay
770289001,ETHIOPIAN COMMUNITY SERVICES INC,1,bay
770385198,SANTA CLARA COUNTY CHILDRENS INTERVIEW CENTER,0,bay
943233703,CHRIST THE KING CENTER FOR WELL-BEING,0,bay
770394415,HEALTH CARE RESOURCES INTERLINK INC CARE RESOURCES,0,bay
943225506,OUTREACH HEATING & COOLING INC,0,bay
770388128,KAPPA SOCIAL SERVICES AGENCY OF SAN JOSE,0,bay
770386426,CALAVERAS REPERTORY THEATRE,0,bay
770400855,UNITED CITIZENS OF LAKEWOOD VILLAGE,0,bay
770374487,DIMENSION PERFORMING ARTS INC,0,bay
943118465,WARM SPRINGS ROTARY FOUNDATION,0,bay
770269300,NOUVEAU DANCE TROUPE,0,bay
943131318,CHINESE FAMILY FOR CHRIST,1,bay
943113944,ZHONG JIA-QING MEMORIAL FUND INC,1,bay
770241194,STRIKKERS 18 AND UNDER,0,bay
770245177,OROMO RENAISSANCE ORGANIZATION,1,bay
770218424,SOUTH BAY ASSOCIATION OF BLACK SOCIAL WORKERS,0,bay
770415836,NEW START FURNITURE FUND,0,bay
680367927,SUSTAINABLE BUSINESS FORUM,0,bay
770412405,IRISH CULTURAL SOCIETY,1,bay
943127598,WASHINGTON HIGH SCHOOL ALUMNI FOUNDATION INC,0,bay
770254042,MILPITAS FOOD PANTRY,0,bay
943145793,CHINESE INSTITUTE OF ENGINEERS USA,1,bay
770414630,SILICON VALLEY BANK FOUNDATION,0,bay
776070843,WEST VALLEY COLLEGE FOUNDERS SCHOLARSHIP FUND,0,bay
943175455,NEW COMMUNITY BAPTIST CHURCH,0,bay
770409569,VIETNAMESE EUCHARISTIC YOUTH SOCIETY IN THE WESTERN U S A,1,bay
943166301,WECSOR COMPARATIVE RELIGOUS STUDIES,0,bay
770382604,JESUS ES EL CAMINO,1,bay
943225639,LIGHTHOUSE BIBLE FELLOWSHIP,0,bay
770408057,GRACE BIBLE CHURCH OF SANTA CLARA VALLEY,0,bay
943226523,NILES SCHOOL SCRIP FUNDRAISERS,0,bay
770265416,PACIFIC NEIGHBORS EDUCATIONAL EXCHANGE FOUNDATION INC,0,bay
943224817,FRIENDS GROUP HOME,0,bay
770408164,FAITH HOPE & LOVE CHILD CARE CENTER,0,bay
770389802,JOINT VENTURE SILICON VALLEY NETWORK,0,bay
942936881,CALIFORNIA DIVISION UNITED DAUGHTERS OF THE CONFEDERACY,0,bay
770389623,SISYPHUS FOUNDATION,0,bay
770448131,SAN JOSE CA-FAMILY LIFE,0,bay
770254400,SACRED LIGHT TEMPLE,0,bay
770337575,SAN JOSE UNITED PRESBYTERIAN CHURCH,0,bay
770201315,NORTH COUNTY PONY BASEBALL,0,bay
770369577,UNITED NEIGHBORHOODS OF SANTA CLARA COUNTY,0,bay
770357805,CHRISTIAN ASSEMBLY OF CUPERTINO,0,bay
770408511,ASIAN AMERICAN PARENTS ASSOCIATION,1,bay
